"species","lon","lat"
"Lutra lutra",-5.85,42.19
"Lutra lutra",-2.49,37.72
"Lutra lutra",-2.83,37.72
"Lutra lutra",-5.83,41.83
"Lutra lutra",-5.53,43.46
"Lutra lutra",-1.71,43.3
"Lutra lutra",-1.48,42.49
"Lutra lutra",-2.6,37.72
"Lutra lutra",-1.59,42.94
"Lutra lutra",-2.72,37.9
"Lutra lutra",-5.83,41.74
"Lutra lutra",-2.94,38.44
"Lutra lutra",-5.36,42.2
"Lutra lutra",-2.83,37.63
"Lutra lutra",-2.72,37.81
"Lutra lutra",-4.25,41.14
"Lutra lutra",-2.83,37.81
"Lutra lutra",-4.24,40.78
"Lutra lutra",-2.6,37.9
"Lutra lutra",-4.37,41.14
"Lutra lutra",-4.25,40.87
"Lutra lutra",-4.37,40.96
"Lutra lutra",-4.38,41.41
"Lutra lutra",-2.94,38.53
"Lutra lutra",-2.94,38.17
"Lutra lutra",-4.37,41.23
"Lutra lutra",-4.26,41.41
"Lutra lutra",-4.36,40.87
"Lutra lutra",-4.36,40.78
"Lutra lutra",-2.58,41.87
"Lutra lutra",-5.25,42.39
"Lutra lutra",-1.47,42.76
"Lutra lutra",-2.7,42.32
"Lutra lutra",-4.25,41.05
"Lutra lutra",-2.94,37.99
"Lutra lutra",-2.7,41.87
"Lutra lutra",-2.94,38.08
"Lutra lutra",-2.58,41.96
"Lutra lutra",1.36,42.49
"Lutra lutra",-2.7,42.41
"Lutra lutra",-5.24,42.12
"Lutra lutra",-5.24,42.21
"Lutra lutra",-2.58,41.6
"Lutra lutra",-2.7,42.05
"Lutra lutra",-2.82,42.41
"Lutra lutra",-5.36,42.11
"Lutra lutra",1.98,41.86
"Lutra lutra",-2.58,42.32
"Lutra lutra",1.85,42.22
"Lutra lutra",-5.37,42.38
"Lutra lutra",-2.7,42.23
"Lutra lutra",-2.94,38.26
"Lutra lutra",-2.7,41.6
"Lutra lutra",-2.72,37.63
"Lutra lutra",-2.58,41.69
"Lutra lutra",-5.36,42.02
"Lutra lutra",-5.23,42.03
"Lutra lutra",1.35,42.67
"Lutra lutra",1.98,41.77
"Lutra lutra",1.85,42.31
"Lutra lutra",-4.36,40.69
"Lutra lutra",1.86,41.68
"Lutra lutra",1.85,42.04
"Lutra lutra",-3.42,41.15
"Lutra lutra",1.86,41.86
"Lutra lutra",-2.58,42.23
"Lutra lutra",-5.64,40.13
"Lutra lutra",1.72,42.49
"Lutra lutra",-2.94,38.35
"Lutra lutra",-4.25,40.96
"Lutra lutra",1.85,42.13
"Lutra lutra",1.85,42.4
"Lutra lutra",1.36,42.58
"Lutra lutra",-2.58,42.14
"Lutra lutra",-5.53,40.4
"Lutra lutra",-5.24,42.3
"Lutra lutra",-3.42,40.97
"Lutra lutra",-5.65,40.49
"Lutra lutra",-2.7,41.96
"Lutra lutra",-3.42,41.24
"Lutra lutra",-5.64,40.22
"Lutra lutra",-2.82,42.95
"Lutra lutra",-3.54,41.24
"Lutra lutra",-3.41,40.79
"Lutra lutra",-2.7,42.14
"Lutra lutra",-3.3,40.88
"Lutra lutra",-2.58,42.05
"Lutra lutra",-5.53,40.22
"Lutra lutra",-3.42,41.06
"Lutra lutra",1.86,41.59
"Lutra lutra",-5.66,40.58
"Lutra lutra",-5.63,39.77
"Lutra lutra",-3.42,41.42
"Lutra lutra",-2.69,42.77
"Lutra lutra",-2.7,42.59
"Lutra lutra",-5.52,40.04
"Lutra lutra",-2.69,42.95
"Lutra lutra",-2.69,43.04
"Lutra lutra",-2.7,42.5
"Lutra lutra",1.86,41.77
"Lutra lutra",-3.42,40.88
"Lutra lutra",-3.3,40.79
"Lutra lutra",-5.98,39.94
"Lutra lutra",-2.69,42.68
"Lutra lutra",-3.3,40.97
"Lutra lutra",-2.69,42.86
"Lutra lutra",-3.54,41.42
"Lutra lutra",-5.53,40.31
"Lutra lutra",-3.42,41.51
"Lutra lutra",-5.21,37.7
"Lutra lutra",-5.52,40.13
"Lutra lutra",-5.86,39.76
"Lutra lutra",-5.75,39.94
"Lutra lutra",-5.18,36.53
"Lutra lutra",-4.62,36.63
"Lutra lutra",-5.98,39.85
"Lutra lutra",-5.65,40.31
"Lutra lutra",-5.63,39.95
"Lutra lutra",-3.54,41.51
"Lutra lutra",-2.57,42.5
"Lutra lutra",-5.75,39.85
"Lutra lutra",-5.86,39.85
"Lutra lutra",-5.39,39.77
"Lutra lutra",-5.74,39.76
"Lutra lutra",-5.51,39.77
"Lutra lutra",-5.1,37.61
"Lutra lutra",-0.02,42.46
"Lutra lutra",-4.74,36.72
"Lutra lutra",-4.63,36.99
"Lutra lutra",-5.18,36.44
"Lutra lutra",-5.21,37.79
"Lutra lutra",-4.74,36.9
"Lutra lutra",-5.4,39.95
"Lutra lutra",-5.22,37.88
"Lutra lutra",-5.52,39.95
"Lutra lutra",-5.98,39.76
"Lutra lutra",-5.65,40.4
"Lutra lutra",-4.4,36.99
"Lutra lutra",-0.5,42.74
"Lutra lutra",-5.87,39.94
"Lutra lutra",-5.4,39.86
"Lutra lutra",-4.62,36.72
"Lutra lutra",-4.4,36.9
"Lutra lutra",-4.52,36.9
"Lutra lutra",-5.08,37.07
"Lutra lutra",-4.29,36.99
"Lutra lutra",-0.04,42.01
"Lutra lutra",-4.51,36.63
"Lutra lutra",-0.5,42.65
"Lutra lutra",-0.03,42.19
"Lutra lutra",-0.38,42.47
"Lutra lutra",-4.74,36.99
"Lutra lutra",-0.03,42.28
"Lutra lutra",-0.01,42.64
"Lutra lutra",-5.63,39.86
"Lutra lutra",-0.25,42.73
"Lutra lutra",-0.5,42.56
"Lutra lutra",-4.52,36.99
"Lutra lutra",-0.38,42.65
"Lutra lutra",-0.14,42.46
"Lutra lutra",-5.19,37.07
"Lutra lutra",-2.82,42.14
"Lutra lutra",-0.04,42.1
"Lutra lutra",-0.14,42.55
"Lutra lutra",-0.02,40.75
"Lutra lutra",-2.82,42.05
"Lutra lutra",0.11,40.57
"Lutra lutra",-4.73,36.63
"Lutra lutra",-2.82,41.6
"Lutra lutra",-4.51,36.72
"Lutra lutra",-0.38,42.56
"Lutra lutra",-5.21,37.52
"Lutra lutra",-2.82,41.96
"Lutra lutra",-2.94,42.41
"Lutra lutra",-2.82,41.87
"Lutra lutra",-2.82,42.32
"Lutra lutra",-0.13,42.64
"Lutra lutra",-0.51,42.47
"Lutra lutra",3.18,42.32
"Lutra lutra",-2.82,42.23
"Lutra lutra",-0.37,42.74
"Lutra lutra",-0.02,42.55
"Lutra lutra",2.94,42.32
"Lutra lutra",3.06,42.05
"Lutra lutra",3.06,42.14
"Lutra lutra",2.94,42.41
"Lutra lutra",3.06,42.32
"Lutra lutra",-2.82,41.69
"Lutra lutra",-5.04,39.6
"Lutra lutra",-4.9,38.88
"Lutra lutra",3.06,42.23
"Lutra lutra",-4.91,39.06
"Lutra lutra",-5.43,40.85
"Lutra lutra",-5.16,39.68
"Lutra lutra",3.06,42.41
"Lutra lutra",-4.92,39.69
"Lutra lutra",-5.15,39.41
"Lutra lutra",-1.12,42.12
"Lutra lutra",-5.03,39.42
"Lutra lutra",-4.92,39.42
"Lutra lutra",-4.92,39.6
"Lutra lutra",-4.9,38.97
"Lutra lutra",-3.06,42.41
"Lutra lutra",3.18,41.96
"Lutra lutra",-5.44,41.03
"Lutra lutra",-5.15,39.32
"Lutra lutra",-5.44,40.94
"Lutra lutra",-5.03,39.15
"Lutra lutra",-5.04,39.69
"Lutra lutra",-5.55,40.94
"Lutra lutra",-5.54,40.67
"Lutra lutra",-4.91,39.15
"Lutra lutra",-0.9,41.67
"Lutra lutra",-5.68,41.03
"Lutra lutra",-5.02,39.06
"Lutra lutra",-4.79,38.88
"Lutra lutra",-1.12,42.3
"Lutra lutra",-5.58,41.57
"Lutra lutra",-4.92,39.51
"Lutra lutra",-4.16,42.58
"Lutra lutra",-5.04,39.51
"Lutra lutra",-4.16,42.49
"Lutra lutra",-5.45,41.3
"Lutra lutra",-0.88,42.12
"Lutra lutra",-4.79,38.97
"Lutra lutra",-5.56,41.03
"Lutra lutra",-5.6,42.11
"Lutra lutra",3.18,42.05
"Lutra lutra",-5.69,41.48
"Lutra lutra",-5.73,42.28
"Lutra lutra",-3.06,42.05
"Lutra lutra",-0.77,41.94
"Lutra lutra",-0.77,41.76
"Lutra lutra",-5.58,41.66
"Lutra lutra",-0.78,41.67
"Lutra lutra",-0.87,42.39
"Lutra lutra",-1,42.12
"Lutra lutra",-0.77,42.03
"Lutra lutra",-3.06,42.23
"Lutra lutra",-5.31,37.25
"Lutra lutra",-5.58,41.48
"Lutra lutra",-5.15,39.59
"Lutra lutra",-5.61,42.29
"Lutra lutra",-5.15,39.5
"Lutra lutra",-4.16,42.67
"Lutra lutra",-5.6,42.2
"Lutra lutra",-0.88,42.3
"Lutra lutra",-0.77,41.85
"Lutra lutra",-5.73,42.37
"Lutra lutra",-5.33,37.88
"Lutra lutra",-3.06,42.14
"Lutra lutra",-4.91,39.33
"Lutra lutra",-5.91,38.23
"Lutra lutra",-5.59,41.75
"Lutra lutra",-1,42.21
"Lutra lutra",-5.96,38.14
"Lutra lutra",-5.69,41.39
"Lutra lutra",-5.55,40.76
"Lutra lutra",-5.61,42.38
"Lutra lutra",-3.06,42.32
"Lutra lutra",-5.8,38.14
"Lutra lutra",-5.9,37.96
"Lutra lutra",-4.16,42.76
"Lutra lutra",-5.96,38.32
"Lutra lutra",-5.96,38.77
"Lutra lutra",-5.79,37.96
"Lutra lutra",-5.33,37.79
"Lutra lutra",-0.88,42.21
"Lutra lutra",-5.93,38.59
"Lutra lutra",-5.91,38.14
"Lutra lutra",-5.55,40.85
"Lutra lutra",-5.93,38.77
"Lutra lutra",-5.79,38.05
"Lutra lutra",-4.16,42.85
"Lutra lutra",-5.92,38.32
"Lutra lutra",-5.91,38.05
"Lutra lutra",-5.97,38.05
"Lutra lutra",-5.92,38.41
"Lutra lutra",-5.92,38.5
"Lutra lutra",-2,40.6
"Lutra lutra",-2.82,41.51
"Lutra lutra",-1.88,40.15
"Lutra lutra",-2,40.24
"Lutra lutra",-1.88,40.33
"Lutra lutra",-2.82,40.88
"Lutra lutra",-1.89,40.06
"Lutra lutra",-2.82,41.06
"Lutra lutra",-2.94,41.24
"Lutra lutra",-5.96,38.58
"Lutra lutra",-2.7,40.79
"Lutra lutra",-1.88,40.24
"Lutra lutra",-2.7,40.88
"Lutra lutra",-2.82,40.7
"Lutra lutra",-1.88,40.42
"Lutra lutra",-1.88,40.6
"Lutra lutra",-2.58,41.06
"Lutra lutra",0.52,42.2
"Lutra lutra",-2.94,41.51
"Lutra lutra",-2.94,41.06
"Lutra lutra",-2,40.42
"Lutra lutra",-2.82,40.97
"Lutra lutra",-2.82,41.24
"Lutra lutra",-2.82,41.15
"Lutra lutra",-2.94,40.88
"Lutra lutra",0.91,41.31
"Lutra lutra",-2.7,41.51
"Lutra lutra",-2.7,41.06
"Lutra lutra",-2.7,41.24
"Lutra lutra",0.77,41.76
"Lutra lutra",-2.82,40.79
"Lutra lutra",-2.47,40.88
"Lutra lutra",-2.7,40.97
"Lutra lutra",-2.59,40.79
"Lutra lutra",-2.58,41.15
"Lutra lutra",-2.94,40.7
"Lutra lutra",-5.82,38.68
"Lutra lutra",-5.8,38.23
"Lutra lutra",-2.7,41.15
"Lutra lutra",-2,40.51
"Lutra lutra",0.64,42.02
"Lutra lutra",-2.47,40.69
"Lutra lutra",-2.82,41.42
"Lutra lutra",-2.94,41.15
"Lutra lutra",0.65,41.75
"Lutra lutra",0.53,41.84
"Lutra lutra",-2.94,40.97
"Lutra lutra",0.63,42.38
"Lutra lutra",-2.7,41.42
"Lutra lutra",-5.81,38.59
"Lutra lutra",-2.58,40.88
"Lutra lutra",0.64,42.2
"Lutra lutra",-5.95,39.04
"Lutra lutra",-5.83,39.13
"Lutra lutra",0.76,42.12
"Lutra lutra",-2.59,40.7
"Lutra lutra",0.77,42.03
"Lutra lutra",0.63,42.29
"Lutra lutra",-5.61,39.32
"Lutra lutra",0.66,41.66
"Lutra lutra",-5.85,39.58
"Lutra lutra",0.77,41.94
"Lutra lutra",0.52,42.11
"Lutra lutra",-5.35,38.6
"Lutra lutra",-2.58,41.51
"Lutra lutra",-5.85,39.49
"Lutra lutra",-5.97,39.58
"Lutra lutra",0.78,41.67
"Lutra lutra",-5.85,39.4
"Lutra lutra",-5.71,38.86
"Lutra lutra",-5.97,39.67
"Lutra lutra",-5.59,38.87
"Lutra lutra",0.77,41.85
"Lutra lutra",-5.73,39.4
"Lutra lutra",-5.82,38.86
"Lutra lutra",-5.96,39.4
"Lutra lutra",-5.96,39.31
"Lutra lutra",0.52,42.02
"Lutra lutra",0.65,41.84
"Lutra lutra",-5.71,38.95
"Lutra lutra",0.64,42.11
"Lutra lutra",-5.49,39.14
"Lutra lutra",-5.81,38.5
"Lutra lutra",-5.74,39.67
"Lutra lutra",-5.1,37.79
"Lutra lutra",-5.95,39.13
"Lutra lutra",0.66,41.57
"Lutra lutra",-5.62,39.5
"Lutra lutra",-5.84,39.31
"Lutra lutra",-5.94,38.95
"Lutra lutra",-5.84,39.22
"Lutra lutra",-5.86,39.67
"Lutra lutra",-5.6,39.14
"Lutra lutra",-5.61,39.41
"Lutra lutra",0.79,41.31
"Lutra lutra",-5.49,39.23
"Lutra lutra",-5.48,39.05
"Lutra lutra",-5.5,39.5
"Lutra lutra",-5.5,39.59
"Lutra lutra",-5.6,39.05
"Lutra lutra",-5.95,39.22
"Lutra lutra",-4.18,37.09
"Lutra lutra",-5.61,39.23
"Lutra lutra",-5.97,39.49
"Lutra lutra",-4.74,37.08
"Lutra lutra",-5.48,38.87
"Lutra lutra",-5.35,38.51
"Lutra lutra",-5.72,39.04
"Lutra lutra",-5.39,39.68
"Lutra lutra",-5.73,39.49
"Lutra lutra",-5.36,38.78
"Lutra lutra",-5.24,38.6
"Lutra lutra",-5.38,39.5
"Lutra lutra",-5.6,38.96
"Lutra lutra",-5.48,38.96
"Lutra lutra",-5.49,39.32
"Lutra lutra",-5.96,38.91
"Lutra lutra",-4.18,37.27
"Lutra lutra",-5.74,39.58
"Lutra lutra",-4.3,37.17
"Lutra lutra",-4.19,37.54
"Lutra lutra",-4.29,37.08
"Lutra lutra",-5.37,38.96
"Lutra lutra",-4.65,37.89
"Lutra lutra",-5.38,39.32
"Lutra lutra",-5.72,39.13
"Lutra lutra",-4.54,37.98
"Lutra lutra",-5.62,39.59
"Lutra lutra",-5.39,39.59
"Lutra lutra",-5.01,38.7
"Lutra lutra",-5.22,38.06
"Lutra lutra",-4.44,38.7
"Lutra lutra",-5.72,39.22
"Lutra lutra",-4.63,37.08
"Lutra lutra",-5.38,39.41
"Lutra lutra",-4.99,37.89
"Lutra lutra",-5.23,38.15
"Lutra lutra",-5.73,39.31
"Lutra lutra",-4.53,37.44
"Lutra lutra",-4.18,37.18
"Lutra lutra",-5,38.34
"Lutra lutra",-4.41,37.08
"Lutra lutra",-4.76,37.98
"Lutra lutra",-5.01,38.79
"Lutra lutra",-5.36,38.87
"Lutra lutra",-5.51,39.68
"Lutra lutra",-4.55,38.7
"Lutra lutra",-5.13,38.69
"Lutra lutra",-4.77,38.25
"Lutra lutra",-5.23,38.24
"Lutra lutra",-4.78,38.79
"Lutra lutra",-5.62,39.68
"Lutra lutra",-5.38,39.23
"Lutra lutra",-4.65,38.07
"Lutra lutra",-5.12,38.42
"Lutra lutra",-4.54,38.07
"Lutra lutra",-4.88,38.07
"Lutra lutra",-5.23,38.42
"Lutra lutra",-5.24,38.69
"Lutra lutra",-4.44,38.8
"Lutra lutra",-5.1,37.88
"Lutra lutra",-4.52,37.08
"Lutra lutra",-4.89,38.34
"Lutra lutra",-4.55,38.52
"Lutra lutra",-4.65,37.98
"Lutra lutra",-4.78,38.52
"Lutra lutra",-5.01,38.52
"Lutra lutra",-4.88,37.98
"Lutra lutra",-4.19,37.63
"Lutra lutra",-4.77,38.16
"Lutra lutra",-4.55,38.79
"Lutra lutra",-5.37,39.05
"Lutra lutra",-5.13,38.78
"Lutra lutra",-4.9,38.61
"Lutra lutra",-5.22,37.97
"Lutra lutra",-5.12,38.6
"Lutra lutra",-4.66,38.16
"Lutra lutra",-5.11,38.24
"Lutra lutra",-4.67,38.7
"Lutra lutra",-4.43,38.25
"Lutra lutra",-5.11,37.97
"Lutra lutra",-4.89,38.25
"Lutra lutra",-4.43,38.07
"Lutra lutra",-4.54,38.16
"Lutra lutra",-4.99,37.98
"Lutra lutra",-4.78,38.61
"Lutra lutra",-3.18,42.05
"Lutra lutra",-4.89,38.52
"Lutra lutra",-3.54,42.05
"Lutra lutra",-4.55,38.61
"Lutra lutra",-5.01,38.61
"Lutra lutra",-4.9,38.7
"Lutra lutra",-5.12,38.33
"Lutra lutra",-4.32,38.44
"Lutra lutra",-4.31,37.99
"Lutra lutra",-5.24,38.51
"Lutra lutra",-3.55,42.23
"Lutra lutra",-3.54,41.78
"Lutra lutra",-4.66,38.25
"Lutra lutra",-3.54,41.69
"Lutra lutra",-4.67,38.79
"Lutra lutra",-3.54,41.87
"Lutra lutra",-4.54,38.25
"Lutra lutra",-4.31,38.26
"Lutra lutra",-4.43,38.43
"Lutra lutra",-4.43,38.16
"Lutra lutra",-4.78,38.7
"Lutra lutra",-4.99,38.07
"Lutra lutra",-3.54,41.96
"Lutra lutra",-4.66,43.12
"Lutra lutra",-4.52,42.58
"Lutra lutra",-3.18,41.87
"Lutra lutra",-4.32,38.53
"Lutra lutra",-4.31,38.08
"Lutra lutra",-3.54,42.14
"Lutra lutra",-3.18,41.6
"Lutra lutra",-3.18,41.78
"Lutra lutra",-4.4,42.58
"Lutra lutra",-5.15,43.2
"Lutra lutra",-4.55,38.43
"Lutra lutra",-5.15,43.11
"Lutra lutra",-4.66,38.52
"Lutra lutra",-4.43,38.52
"Lutra lutra",-3.18,41.96
"Lutra lutra",-4.31,38.17
"Lutra lutra",-4.66,43.21
"Lutra lutra",-4.4,42.67
"Lutra lutra",-3.18,42.14
"Lutra lutra",1.97,42.04
"Lutra lutra",-4.32,38.35
"Lutra lutra",-5.01,42.57
"Lutra lutra",-1.84,42.67
"Lutra lutra",-4.32,38.62
"Lutra lutra",-4.4,42.49
"Lutra lutra",-4.66,43.3
"Lutra lutra",-1.84,42.94
"Lutra lutra",-4.65,42.94
"Lutra lutra",-4.52,42.49
"Lutra lutra",-5.16,43.29
"Lutra lutra",-4.53,43.03
"Lutra lutra",-4.53,42.85
"Lutra lutra",-3.18,41.69
"Lutra lutra",-4.44,38.61
"Lutra lutra",-4.53,42.67
"Lutra lutra",-5.01,42.48
"Lutra lutra",-4.64,42.58
"Lutra lutra",-4.64,42.49
"Lutra lutra",-4.53,42.76
"Lutra lutra",-0.95,40.05
"Lutra lutra",-4.65,42.67
"Lutra lutra",-4.28,42.58
"Lutra lutra",-4.66,43.03
"Lutra lutra",-4.65,42.76
"Lutra lutra",-1.84,42.85
"Lutra lutra",-5.01,42.66
"Lutra lutra",-4.53,42.94
"Lutra lutra",-1.18,40.14
"Lutra lutra",-1.77,40.24
"Lutra lutra",-1.65,40.24
"Lutra lutra",-4.29,42.85
"Lutra lutra",-0.83,40.23
"Lutra lutra",-1.65,40.06
"Lutra lutra",-4.54,43.12
"Lutra lutra",-4.41,42.94
"Lutra lutra",-1.76,40.42
"Lutra lutra",-1.53,40.24
"Lutra lutra",-4.41,42.85
"Lutra lutra",-4.42,43.21
"Lutra lutra",-1.63,41.32
"Lutra lutra",-4.28,42.49
"Lutra lutra",-4.41,43.03
"Lutra lutra",-1.53,40.06
"Lutra lutra",-0.7,40.58
"Lutra lutra",-4.65,42.85
"Lutra lutra",-4.79,43.29
"Lutra lutra",-4.28,42.67
"Lutra lutra",-4.54,43.3
"Lutra lutra",-1.64,40.42
"Lutra lutra",-1.51,41.23
"Lutra lutra",-1.76,40.33
"Lutra lutra",-1.84,42.58
"Lutra lutra",-1.53,40.15
"Lutra lutra",-1.75,41.32
"Lutra lutra",-4.41,42.76
"Lutra lutra",-1.65,40.15
"Lutra lutra",-1.41,40.41
"Lutra lutra",-1.76,40.78
"Lutra lutra",-1.76,40.6
"Lutra lutra",-0.71,40.13
"Lutra lutra",-4.42,43.3
"Lutra lutra",-1.3,40.14
"Lutra lutra",-4.54,43.21
"Lutra lutra",-1.38,41.41
"Lutra lutra",-1.75,41.14
"Lutra lutra",-1.75,41.05
"Lutra lutra",-4.41,43.12
"Lutra lutra",-1.29,40.32
"Lutra lutra",-4.28,42.76
"Lutra lutra",-1.64,40.78
"Lutra lutra",-1.3,40.23
"Lutra lutra",-1.5,41.5
"Lutra lutra",-1.75,41.23
"Lutra lutra",-1.4,40.78
"Lutra lutra",-1.5,41.41
"Lutra lutra",-1.3,40.05
"Lutra lutra",-0.7,40.49
"Lutra lutra",-1.39,41.14
"Lutra lutra",-1.62,41.41
"Lutra lutra",-1.62,41.5
"Lutra lutra",-3.51,37.9
"Lutra lutra",-3.85,37.27
"Lutra lutra",-3.96,37.18
"Lutra lutra",-2.46,41.15
"Lutra lutra",-4.1,38.89
"Lutra lutra",-3.29,38.26
"Lutra lutra",-3.4,38.8
"Lutra lutra",-4.1,39.34
"Lutra lutra",-3.4,37.72
"Lutra lutra",-3.73,37.27
"Lutra lutra",-2.23,41.05
"Lutra lutra",-3.96,37.36
"Lutra lutra",-3.29,38.35
"Lutra lutra",-3.98,38.98
"Lutra lutra",-4.1,39.07
"Lutra lutra",-2.46,41.33
"Lutra lutra",-3.84,37
"Lutra lutra",-3.4,37.9
"Lutra lutra",-4.1,39.43
"Lutra lutra",-3.28,37.99
"Lutra lutra",-3.73,37.36
"Lutra lutra",-2.35,40.78
"Lutra lutra",-2.11,40.96
"Lutra lutra",-3.99,39.34
"Lutra lutra",-2.22,41.23
"Lutra lutra",-4.1,39.16
"Lutra lutra",-3.84,36.91
"Lutra lutra",-2.23,40.69
"Lutra lutra",-3.06,38.71
"Lutra lutra",-2.46,41.42
"Lutra lutra",-4.07,37.18
"Lutra lutra",-3.98,39.07
"Lutra lutra",-2.94,42.23
"Lutra lutra",-4.11,39.52
"Lutra lutra",-3.29,38.08
"Lutra lutra",-2.23,40.78
"Lutra lutra",-2.11,40.69
"Lutra lutra",-4.1,39.25
"Lutra lutra",-3.06,38.8
"Lutra lutra",-1.86,41.32
"Lutra lutra",-2.94,41.96
"Lutra lutra",-3.73,37.45
"Lutra lutra",-2.11,41.05
"Lutra lutra",-2.47,40.97
"Lutra lutra",-1.99,40.78
"Lutra lutra",-2.35,40.87
"Lutra lutra",-2.46,41.51
"Lutra lutra",-3.96,37.09
"Lutra lutra",-2.94,42.32
"Lutra lutra",-3.98,39.16
"Lutra lutra",-2.94,41.6
"Lutra lutra",-3.98,38.89
"Lutra lutra",-3.29,38.17
"Lutra lutra",-2.23,40.87
"Lutra lutra",-2.94,42.05
"Lutra lutra",-2.11,40.78
"Lutra lutra",-3.99,39.25
"Lutra lutra",-2.1,41.32
"Lutra lutra",-1.99,40.87
"Lutra lutra",-2.35,40.96
"Lutra lutra",-2.46,41.06
"Lutra lutra",-2.35,40.69
"Lutra lutra",-1.88,40.69
"Lutra lutra",-2.94,41.69
"Lutra lutra",-2.23,40.96
"Lutra lutra",-2.11,40.87
"Lutra lutra",-2.35,41.05
"Lutra lutra",-1.87,40.78
"Lutra lutra",-2.94,42.14
"Lutra lutra",-1.99,41.05
"Lutra lutra",-1.99,40.69
"Lutra lutra",-2.94,41.87
"Lutra lutra",-1.87,40.87
"Lutra lutra",-2.34,41.23
"Lutra lutra",-1.98,41.32
"Lutra lutra",-3.87,39.52
"Lutra lutra",-1.87,41.23
"Lutra lutra",-3.64,38.98
"Lutra lutra",-3.52,39.16
"Lutra lutra",-3.75,39.16
"Lutra lutra",-3.99,39.52
"Lutra lutra",-3.29,38.89
"Lutra lutra",-2.83,38.35
"Lutra lutra",-3.41,39.25
"Lutra lutra",-3.52,39.25
"Lutra lutra",-3.75,39.25
"Lutra lutra",-3.41,39.34
"Lutra lutra",-2.83,38.17
"Lutra lutra",-2.59,39.7
"Lutra lutra",-2.02,39.16
"Lutra lutra",-2.6,38.53
"Lutra lutra",-2.83,38.44
"Lutra lutra",-2.94,39.98
"Lutra lutra",-2.48,38.53
"Lutra lutra",-3.76,39.43
"Lutra lutra",-2.6,38.35
"Lutra lutra",-2.94,38.71
"Lutra lutra",-2.83,38.98
"Lutra lutra",-2.6,38.8
"Lutra lutra",-3.87,39.16
"Lutra lutra",-3.75,38.89
"Lutra lutra",-3.4,38.89
"Lutra lutra",-2.83,38.08
"Lutra lutra",-2.83,37.99
"Lutra lutra",-2.94,38.98
"Lutra lutra",-3.86,38.89
"Lutra lutra",-3.87,39.43
"Lutra lutra",-4.9,43.02
"Lutra lutra",-2.13,39.43
"Lutra lutra",-2.71,38.26
"Lutra lutra",-2.48,38.62
"Lutra lutra",-2.6,38.62
"Lutra lutra",-2.94,38.8
"Lutra lutra",-2.49,38.17
"Lutra lutra",-2.6,38.44
"Lutra lutra",-2.37,38.08
"Lutra lutra",-3.87,39.25
"Lutra lutra",-2.83,39.34
"Lutra lutra",-2.01,39.25
"Lutra lutra",-4.78,42.93
"Lutra lutra",-2.83,38.62
"Lutra lutra",-2.49,38.08
"Lutra lutra",-3.75,39.07
"Lutra lutra",-2.71,38.62
"Lutra lutra",-2.82,39.89
"Lutra lutra",-2.71,38.44
"Lutra lutra",-4.89,42.48
"Lutra lutra",-5.02,43.02
"Lutra lutra",-2.83,38.53
"Lutra lutra",-2.71,38.08
"Lutra lutra",-3.87,39.07
"Lutra lutra",-2.94,39.07
"Lutra lutra",-4.91,43.11
"Lutra lutra",-2.71,38.35
"Lutra lutra",-2.13,39.7
"Lutra lutra",-5.02,42.75
"Lutra lutra",-2.6,38.08
"Lutra lutra",-2.71,39.34
"Lutra lutra",-2.37,38.26
"Lutra lutra",-2.49,38.26
"Lutra lutra",-2.71,39.88
"Lutra lutra",-2.83,38.71
"Lutra lutra",-2.01,39.7
"Lutra lutra",-2.82,39.98
"Lutra lutra",-4.78,43.11
"Lutra lutra",-2.6,38.17
"Lutra lutra",-2.71,38.53
"Lutra lutra",-2.94,39.34
"Lutra lutra",-5.03,43.11
"Lutra lutra",-4.89,42.57
"Lutra lutra",-4.76,42.48
"Lutra lutra",-2.71,38.17
"Lutra lutra",-2.48,38.35
"Lutra lutra",-4.91,43.2
"Lutra lutra",-5.02,42.84
"Lutra lutra",-1.91,38.53
"Lutra lutra",-2.59,39.52
"Lutra lutra",-2.71,39.97
"Lutra lutra",-2.94,39.8
"Lutra lutra",-4.78,43.2
"Lutra lutra",-5.03,43.2
"Lutra lutra",-2.83,38.89
"Lutra lutra",-2.6,38.26
"Lutra lutra",-4.9,42.84
"Lutra lutra",-4.77,42.66
"Lutra lutra",-2.48,38.44
"Lutra lutra",-4.91,43.29
"Lutra lutra",-5.02,42.93
"Lutra lutra",-2.59,39.97
"Lutra lutra",-5.03,43.29
"Lutra lutra",-4.9,42.93
"Lutra lutra",-4.77,42.75
"Lutra lutra",-4.77,42.84
"Lutra lutra",-1.09,39.15
"Lutra lutra",-1.68,38.35
"Lutra lutra",-1.8,38.53
"Lutra lutra",-2.36,39.88
"Lutra lutra",-5.66,40.67
"Lutra lutra",-1.89,39.97
"Lutra lutra",-5.41,40.31
"Lutra lutra",-1.09,39.24
"Lutra lutra",-1.69,37.99
"Lutra lutra",-1.68,38.44
"Lutra lutra",-2.24,39.97
"Lutra lutra",-2.24,39.79
"Lutra lutra",-5.97,43.09
"Lutra lutra",-1.55,39.52
"Lutra lutra",-5.67,40.76
"Lutra lutra",-1.8,38.17
"Lutra lutra",-5.42,40.4
"Lutra lutra",-5.91,41.02
"Lutra lutra",-1.65,39.97
